,Model_Name,Price,CC,Mileage,Weight
2192,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2193,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2194,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2195,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2196,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2197,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2198,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2199,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2200,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2201,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2202,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2203,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2204,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2205,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2206,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2207,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2208,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2209,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2210,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2211,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2212,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2213,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2214,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2215,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2216,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2217,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2218,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2219,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2220,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2221,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2222,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2223,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2224,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2225,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2226,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2227,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2228,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2229,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2230,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2231,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2232,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2233,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2234,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2235,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2236,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2237,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2238,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2239,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2240,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2241,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2242,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2243,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2244,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2245,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2246,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2247,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2248,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2249,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2250,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2251,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2252,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2253,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2254,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2255,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2256,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2257,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2258,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2259,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2260,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2261,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2262,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2263,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2264,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2265,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2266,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2267,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2268,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2269,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2270,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2271,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2272,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2273,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2274,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2275,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2276,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2277,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2278,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2279,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2280,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2281,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2282,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2283,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2284,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2285,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2286,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2287,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2288,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2289,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2290,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2291,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2292,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2293,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2294,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2295,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2296,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2297,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2298,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2299,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2300,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2301,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2302,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2303,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2304,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2305,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2306,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2307,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2308,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2309,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2310,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2311,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2312,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2313,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2314,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2315,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2316,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2317,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2318,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2319,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2320,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2321,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2322,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2323,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2324,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2325,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2326,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2327,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2328,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2329,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2330,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2331,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2332,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2333,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2334,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2335,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2336,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2337,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2338,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2339,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2340,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2341,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2342,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2343,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2344,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2345,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2346,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2347,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2348,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2349,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2350,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2351,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2352,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2353,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2354,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2355,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2356,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2357,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2358,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2359,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2360,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2361,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2362,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2363,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2364,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2365,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2366,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2367,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2368,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2369,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2370,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2371,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2372,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2373,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2374,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2375,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2376,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2377,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2378,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2379,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2380,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2381,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2382,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2383,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2384,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2385,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2386,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2387,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2388,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2389,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2390,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2391,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2392,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2393,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2394,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2395,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2396,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2397,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2398,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2399,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2400,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2401,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2402,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2403,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2404,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2405,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2406,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2407,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2408,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2409,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2410,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2411,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2412,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2413,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2414,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2415,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2416,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2417,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2418,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2419,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2420,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2421,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2422,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2423,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2424,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2425,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2426,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2427,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2428,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2429,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2430,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2431,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2432,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2433,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2434,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2435,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2436,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2437,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2438,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2439,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2440,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2441,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2442,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2443,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2444,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2445,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2446,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2447,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2448,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2449,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2450,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2451,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2452,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2453,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2454,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2455,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2456,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2457,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2458,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2459,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2460,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2461,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2462,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2463,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2464,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2465,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2466,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2467,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2468,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2469,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2470,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2471,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2472,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2473,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2474,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2475,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2476,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2477,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2478,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2479,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2480,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2481,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2482,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2483,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2484,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2485,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2486,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2487,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2488,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2489,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2490,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2491,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2492,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2493,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2494,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2495,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2496,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2497,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2498,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2499,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2500,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2501,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2502,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2503,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2504,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2505,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2506,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2507,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2508,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2509,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2510,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2511,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2512,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2513,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2514,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2515,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2516,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2517,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2518,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2519,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2520,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2521,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2522,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2523,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2524,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2525,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2526,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2527,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2528,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2529,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2530,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2531,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2532,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2533,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2534,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2535,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2536,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2537,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2538,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2539,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2540,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2541,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2542,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2543,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2544,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2545,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2546,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2547,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2548,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2549,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2550,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2551,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2552,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2553,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2554,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2555,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2556,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2557,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2558,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2559,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2560,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2561,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2562,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2563,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2564,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2565,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2566,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
